CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2020-08-29,21:40:00,BRONX,10466,40.89084,-73.85699,POINT (-73.85699 40.89084),,,754 EAST 230 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,4343031,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
2020-08-29,13:40:00,BROOKLYN,11204,40.61879,-73.99426,POINT (-73.99426 40.61879),17 AVENUE,68 STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,4342711,Sedan,Sedan,,,
2020-08-29,05:45:00,STATEN ISLAND,10304,40.591736,-74.09668,POINT (-74.09668 40.591736),JEFFERSON STREET,ALTER AVENUE,,1,0,0,0,0,0,1,0,Animals Action,,,,,4342764,Sedan,,,,
2020-08-29,17:05:00,BROOKLYN,11203,40.656902,-73.947334,POINT (-73.947334 40.656902),,,702 NEW YORK AVENUE,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,4342725,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-08-29,23:30:00,QUEENS,11423,40.714676,-73.76283,POINT (-73.76283 40.714676),197 STREET,91 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,4343452,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
2020-08-29,07:00:00,MANHATTAN,10128,40.78519,-73.94934,POINT (-73.94934 40.78519),EAST 96 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,4343123,Taxi,Station Wagon/Sport Utility Vehicle,Van,,
2020-08-29,04:06:00,BRONX,10467,40.87916,-73.87715,POINT (-73.87715 40.87916),RESERVOIR OVAL WEST,TRYON AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,4342680,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
2020-08-29,19:20:00,,,40.689835,-73.9147,POINT (-73.9147 40.689835),EVERGREEN AVENUE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,,,4343521,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
2020-08-29,16:41:00,BROOKLYN,11234,40.612923,-73.9221,POINT (-73.9221 40.612923),,,5414 AVENUE T,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4343236,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
2020-08-29,16:10:00,QUEENS,11101,40.744026,-73.92616,POINT (-73.92616 40.744026),39 STREET,QUEENS BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4343379,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,00:00:00,QUEENS,11385,40.700405,-73.9054,POINT (-73.9054 40.700405),,,1723 CORNELIA STREET,1,0,1,0,0,0,0,0,,,,,,4342891,,,,,
2020-08-29,12:40:00,QUEENS,11378,40.719624,-73.91132,POINT (-73.91132 40.719624),RUST STREET,GRAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4342900,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-08-29,18:00:00,,,40.67036,-73.77779,POINT (-73.77779 40.67036),137 AVENUE,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4342747,Sedan,Bike,,,
2020-08-29,18:25:00,,,40.652554,-73.92078,POINT (-73.92078 40.652554),RALPH AVENUE,CHURCH AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4343097,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,21:15:00,MANHATTAN,10013,40.718884,-73.999275,POINT (-73.999275 40.718884),,,201 CENTRE STREET,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4343316,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-08-29,17:35:00,,,40.634884,-73.93343,POINT (-73.93343 40.634884),EAST 45 STREET,,,1,0,0,0,1,0,0,0,Glare,Unspecified,,,,4342956,Station Wagon/Sport Utility Vehicle,Bike,,,
2020-08-29,15:00:00,BROOKLYN,11212,40.669518,-73.911934,POINT (-73.911934 40.669518),,,1663 PITKIN AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4342792,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,23:09:00,,,40.749283,-73.756645,POINT (-73.756645 40.749283),LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4342927,Station Wagon/Sport Utility Vehicle,Tractor Truck Gasoline,,,
2020-08-29,09:00:00,QUEENS,11360,40.77965,-73.775444,POINT (-73.775444 40.77965),,,23-98 BELL BOULEVARD,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,4342774,Sedan,,,,
2020-08-29,18:50:00,MANHATTAN,10016,40.749725,-73.98363,POINT (-73.98363 40.749725),5 AVENUE,EAST 36 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4343059,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,20:39:00,QUEENS,11373,40.737694,-73.88224,POINT (-73.88224 40.737694),QUEENS BOULEVARD,51 AVENUE,,3,0,0,0,0,0,3,0,Driver Inexperience,Unspecified,,,,4342836,Motorcycle,Sedan,,,
2020-08-29,21:00:00,BRONX,10469,40.87746,-73.853745,POINT (-73.853745 40.87746),LACONIA AVENUE,EAST 215 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4343253,Station Wagon/Sport Utility Vehicle,,,,
2020-08-29,00:00:00,BROOKLYN,11212,40.662724,-73.92629,POINT (-73.92629 40.662724),,,1008 RUTLAND ROAD,0,0,0,0,0,0,0,0,Unspecified,,,,,4342951,Sedan,,,,
2020-08-29,16:35:00,QUEENS,11411,40.69317,-73.74483,POINT (-73.74483 40.69317),FRANCIS LEWIS BOULEVARD,SPRINGFIELD BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342737,Sedan,Sedan,,,
2020-08-29,02:40:00,BRONX,10454,40.800446,-73.910866,POINT (-73.910866 40.800446),EAST 134 STREET,WALNUT AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,,4342678,Sedan,Box Truck,Pick-up Truck,Sedan,
2020-08-29,12:20:00,,,40.8047,-73.91243,POINT (-73.91243 40.8047),EAST 138 STREET,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4343124,Box Truck,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,
2020-08-29,02:03:00,BROOKLYN,11211,40.71335,-73.95153,POINT (-73.95153 40.71335),,,437 UNION AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4343081,Station Wagon/Sport Utility Vehicle,,,,
2020-08-29,19:13:00,BROOKLYN,11212,40.666187,-73.916664,POINT (-73.916664 40.666187),SARATOGA AVENUE,SUTTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4342794,Sedan,,,,
2020-08-29,01:24:00,QUEENS,11373,40.74487,-73.87629,POINT (-73.87629 40.74487),GLEANE STREET,WHITNEY AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,4343005,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,08:15:00,,,40.847897,-73.94523,POINT (-73.94523 40.847897),HENRY HUDSON PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4343047,Sedan,,,,
2020-08-29,21:41:00,BRONX,10466,40.89009,-73.857254,POINT (-73.857254 40.89009),,,760 EAST 229 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4343255,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,13:30:00,,,40.680923,-73.83544,POINT (-73.83544 40.680923),107 AVENUE,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4342793,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,14:45:00,,,,,,BRONX WHITESTONE BRIDGE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4343498,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-08-29,00:50:00,MANHATTAN,10027,40.80928,-73.949036,POINT (-73.949036 40.80928),,,215 WEST 125 STREET,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4343254,Bike,Sedan,,,
2020-08-29,22:00:00,QUEENS,11416,40.679344,-73.859535,POINT (-73.859535 40.679344),78 STREET,LIBERTY AVENUE,,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Failure to Yield Right-of-Way,,,,4342795,Sedan,Sedan,,,
2020-08-29,18:00:00,,,40.663124,-73.96244,POINT (-73.96244 40.663124),EMPIRE BOULEVARD,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342990,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-08-29,13:40:00,,,40.744892,-73.77022,POINT (-73.77022 40.744892),LONG ISLAND EXPRESSWAY,,,4,0,0,0,0,0,4,0,Following Too Closely,Unspecified,,,,4343035,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,15:20:00,BRONX,10475,40.882854,-73.8357,POINT (-73.8357 40.882854),,,3880 BOSTON ROAD,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4343250,Sedan,,,,
2020-08-29,09:00:00,,,40.60415,-74.091156,POINT (-74.091156 40.60415),TARGEE STREET,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unsafe Lane Changing,Unspecified,Unspecified,,4342761,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2020-08-29,05:30:00,QUEENS,11435,40.704876,-73.81279,POINT (-73.81279 40.704876),HILLSIDE AVENUE,143 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4342701,Taxi,Sedan,,,
